f__BIrii41,f__Streptococcaceae,f__Alcaligenaceae,f__Ruminococcaceae,f__Deferribacteraceae,f__Micrococcaceae,f__Bogoriellaceae,f__Corynebacteriaceae,f__Christensenellaceae,f__Brucellaceae,f__Pseudomonadaceae,f__Eubacteriaceae,f__Coriobacteriaceae,f__Cryomorphaceae,f__Halomonadaceae,f__MWH-CFBk5,f__Family_XI,f__Lactobacillaceae,f__Hahellaceae,f__Desulfovibrionaceae,f__Mitochondria,f__Caldicoprobacteraceae,f__Sphingobacteriaceae,f__Parachlamydiaceae,f__Nocardiopsaceae,f__Bradyrhizobiaceae,f__Methylococcaceae,f__Bacillaceae,f__Acidaminococcaceae,f__Veillonellaceae,f__Anaerolineaceae,f__Rhodospirillaceae,f__Brachyspiraceae,f__Neisseriaceae,f__Bacteroidaceae,f__Enterococcaceae,f__Peptostreptococcaceae,f__Pasteurellaceae,f__Erysipelotrichaceae,f__Limnochordaceae,f__Helicobacteraceae,f__Clostridiales_vadinBB60_group,f__Cytophagaceae,f__Haloplasmataceae,f__Anaeroplasmataceae,f__Thermomonosporaceae,f__Comamonadaceae,f__Xanthomonadaceae,f__Lachnospiraceae,f__Idiomarinaceae,f__Synergistaceae,f__Verrucomicrobiaceae,f__Flavobacteriaceae,f__Leuconostocaceae,f__Bacteroidales_S24-7_group,f__Unknown_Family,f__Rikenellaceae,f__Aerococcaceae,f__Bifidobacteriaceae,f__Paenibacillaceae,f__Pseudonocardiaceae,f__wallaby_gut_metagenome,f__Staphylococcaceae,f__Planococcaceae,f__Porphyromonadaceae,f__Alcanivoracaceae,f__Peptococcaceae,f__Microbacteriaceae,f__Carnobacteriaceae,f__Family_XIII,f__Enterobacteriaceae,f__unidentified,f__Triticum_aestivum_bread_wheat,f__Defluviitaleaceae,f__Clostridiaceae_1,f__Moraxellaceae,f__Mycoplasmataceae,f__Rhizobiaceae,f__Rs-E47_termite_group,f__Prevotellaceae
0,0.004699357,0,0.000885944,0.000308155,0,0,7.70E-05,0,0,0,0,0,0,0,0,0.000192597,0.000192597,0,0.023920496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510419475,0.005931975,0.023997535,0.000115558,0.003620816,0,0.00959131,3.85E-05,0,0,0,0,0,0,0.110011171,0,0,0.000115558,0,0,0.02087747,0,0.003774893,0,0,0,0,0,0,0,0.10438735,0,0,0,0,0.007280151,0.139709564,0.00053927,0,0,0.028080582,0,0.00111706,0,0,0.000115558
0,0.127575979,0,0.043218674,3.85E-05,0,0,0.001232618,0.001579292,0,3.85E-05,0,0.003120065,0,0,0,0,0.149917183,0,0.104926621,0,0,0,0,0,0,0,0.000423712,3.85E-05,0,0,0,0,0,0.013019529,0.00620161,0,0,0.005585301,0,0.004853434,0.000500751,0,0,0,0,0,0,0.410076653,0,3.85E-05,0,3.85E-05,7.70E-05,0.088979623,0.004160086,0.0033897,0,0,0,0,0,0.00281191,0,0.004468241,0,0.006009014,0,0,0.006163091,0.000192597,0.007819421,0,0,0.002349678,7.70E-05,0,0,0,0.001078541
0,0.044181657,0,0.07788606,0.000269635,0,0,0.000154077,0.000346674,0,0,3.85E-05,0.004468241,0,0,0,0.000154077,0.004853434,0,0.044412773,0,0,0,0,0,0,0,3.85E-05,0,0,3.85E-05,0.014444744,0,0,0.208659143,0.004121567,3.85E-05,0,0.002465236,0,0.026732406,0.003851932,0,0,0,0,0,0,0.221254959,0,0,0.001656331,0.000192597,0,0.221909788,0.004545279,0.02877393,0,0,0,0,0,0.000154077,0,0.037363738,0,0.003081545,0,0,0.002734872,0.000192597,0.005854936,0,0,0.002157082,3.85E-05,0.000962983,0,0,0.031971033
0,0.007395709,0,0.186587574,0.003235623,0,0,0,0.000654828,0,3.85E-05,0,0.000462232,0,0,0,0,0.012595817,0,0.154847656,0,0,0,0,0,0,0,3.85E-05,0,0,0,0.00115558,0,0,0.011209121,0.000192597,0,0,0.000231116,0,0.061707947,0.001925966,0,0,0,0,0,0,0.511921729,0,0,0,0,0,0.011132083,0.000423712,0.004891953,0,0,0,0,0,0.000115558,0,0.0135588,0,0.00847425,0,0,0.001348176,0.000192597,0.005161589,7.70E-05,0,0.000346674,0,0,0,0,7.70E-05
0,0.0203382,0,0.134625014,0.005277146,0,0,0,0.000847425,0,3.85E-05,0,0.000885944,0,0,0,0,0.003659335,0,0.112553446,0,0,0,0,0,0,0,0.000154077,0,0,0,0.009437233,0,0,0.030276184,0.005585301,0,0,0.003004507,0,0.014984014,0.013943993,0,0,0,0,0,3.85E-05,0.367166134,0,0,0.000654828,0.000654828,0,0.081468356,0.00053927,0.078964601,0,0,0,0,7.70E-05,0.000231116,0.000847425,0.028157621,3.85E-05,0.008320173,0,0.000308155,0.00111706,0.000231116,0.006471245,0,0,0.004776395,0,0.003659335,0,0,0.060667925
0,0.044220176,3.85E-05,0.083856554,0.000192597,0,0,0.000269635,0.001617811,7.70E-05,3.85E-05,0,0.000654828,0,0,0,0,0.17553253,0,0.188205385,0,0,0,0,0,0,0,0.000500751,0,0,0,0.000115558,0,3.85E-05,0.017641847,0.007395709,3.85E-05,0,0.002619314,0,0.003312661,3.85E-05,0,0,0,0,0,0,0.433034167,0,0,0.000885944,0,0,0.018720388,0.001887447,0.000385193,0,0,0,0,0,0.000154077,0,0.001964485,0,0.008281653,0,0,0.001617811,0.000885944,0.002696352,0,0,0.001733369,0,3.85E-05,0,0,0.001309657
0,0.026039059,7.70E-05,0.073533377,0.000269635,0,0,0.000154077,0.001964485,0,0.000192597,0,0.001425215,0,0,0,0.001810408,0.201417511,0,0.039790455,0,0,0,0,0,0,0,0,0,0,0,0.003274142,0,0,0.133045722,0.010284658,0,0,0.005431224,0,0.013481761,0.000115558,0,0,0,0,0,0,0.166788645,0,0,0,0.000308155,0,0.144139286,0.000115558,0.049882516,0,0,0,0,0,0,0,0.101113208,0,0.006124571,0,0,0.002311159,0.000308155,0.003582297,0,0,0.00115558,3.85E-05,0.00169485,0,0,0.01013058
0,0.031816956,3.85E-05,0.103732522,0.000192597,3.85E-05,0,7.70E-05,0.001348176,0,3.85E-05,0,0.00223412,0,0,0,7.70E-05,0.366434267,0,0.046608374,0,0,0,0,0,0,0,0.000231116,0,0,0,7.70E-05,0,0,0.003351181,0.012749894,0.000346674,0,0.000500751,0,0.001502253,0.00053927,0,0,0,0,0,0,0.382381264,0,0,3.85E-05,0,0,0.018296676,0.006663842,0.001194099,0,0,0,0,0,0,0,0.004391202,0,0.006047533,0,0,0.002696352,0.000462232,0.00450676,0,0,0.00111706,0,0.000192597,0,0,7.70E-05
0,0.02992951,0,0.086976619,0.000269635,0,0,0.000192597,0.000500751,0,0,0,0.001771889,0,0,0,0.003659335,0.04737876,0,0.074188205,0,0,0,0,0,0,0,3.85E-05,0,0,0,0.00508455,0,0,0.208350988,0.009899465,3.85E-05,0,0.004198606,0,0.022379723,0.001040022,0,0,0,0,0,0,0.392319248,0,0,0.000231116,0.000115558,0,0.038673395,0.002542275,0.02484496,0,0,0,0,0,0,0,0.032664381,0,0.004891953,0,0,0.001771889,0.000346674,0.004160086,0,0,0.000385193,0,0.000308155,0,0,0.000847425
0,0.013212126,0,0.088864065,0.006009014,0,0,3.85E-05,0.000192597,0,0,0,0.00057779,0,0,0,0,0.019529294,0,0.276915373,0,0,0,0,3.85E-05,0,0,0.000308155,3.85E-05,0,0,0.002041524,0,0,0.170602057,0.078733485,0,0,0.000308155,0,0.12075806,0,0,0,0,7.70E-05,0,0,0.144678556,0,0,0,0.000308155,0,0.043488309,0.000192597,0.003890451,0,0,0,0,0,0,3.85E-05,0.018104079,0,0.00281191,0,3.85E-05,0.000269635,0.000423712,0.003235623,0,0,0.00111706,0,0,0,0,0.003158584
0,0.019953006,0,0.170216864,0.001271137,0,0,3.85E-05,0.001271137,0,0,0,0.00111706,0,0,0,0.002580794,0.020800431,0,0.133777589,0,0,0,0,0,0,0,0.000346674,0,0,0.000115558,0.001271137,0,0,0.07503563,0.024382728,0,0,0.000962983,0,0.01074689,0.000269635,0,0,0,0,0,0,0.393243712,0,0,3.85E-05,7.70E-05,0,0.097453873,0.000616309,0.007934979,0,0,0,0,0,7.70E-05,3.85E-05,0.017141096,0,0.01070837,0,0,0.001579292,0.000192597,0.004160086,0,0,0.000924464,0,7.70E-05,0,0,0.001579292
0,0.008859443,7.70E-05,0.121181773,0.000885944,0,0,3.85E-05,0.00115558,0,0,0,0.001887447,0,0,0,0,0.010554293,0,0.048919533,0,0,0,0,0,0,0,0,0,0,0,0.021185625,0,0,0.255190478,0.000154077,0,0,0.005354185,0,0.012826933,0.015638843,0,0,0,0,0.000115558,0.000616309,0.121066215,0,0,0.003890451,0.001425215,0,0.256885328,0.002503756,0.045414275,0,0,0,0,0,0,0,0.044489812,0,0.005816417,0,0,0.00392897,0.000115558,0.007742383,0,0,0.000731867,0,0.001348176,0,0,0
0,0.017102577,0.000115558,0.07503563,0.113824583,0,0,0,0.001271137,0,3.85E-05,0,0.003659335,0,0,0,3.85E-05,0.004968992,0,0.033588845,0,0,0,0,0,0,0,0.000115558,0,0,0,0.005700859,0,0,0.090366319,0.000115558,3.85E-05,0,0.010631332,0,0.106236277,0.002850429,0,0,0,0,0.00057779,0.000808906,0.252917838,0,0,0.009937984,0.000346674,0,0.099379839,0.002003005,0.087978121,0,0,0,0,0.000192597,0.000192597,0,0.039020069,0,0.006086052,0,0,0.00562382,0.000385193,0.021108586,0,0,0.004891953,0,0.002850429,0,0,0
0,0.013327684,0,0.121374369,0.058626401,0,0,3.85E-05,0.000423712,0,0,0,0.001425215,0,0,0,3.85E-05,0.011940988,0,0.113054197,0,0,0,0,0,0,0,3.85E-05,0,0,0,0.000154077,0,0,0.009783907,7.70E-05,7.70E-05,0,0.003158584,0,0.101536921,0.001040022,0,0,0,0,0,0.000269635,0.51300027,0,0,0.005200108,0.000154077,0,0.01467586,0.000693348,0.010053542,0,0,0,0,0,0.002619314,0,0.005392704,0,0.0033897,0,3.85E-05,0.001925966,0.000231116,0.004083048,0,0,0.002003005,0,7.70E-05,0,0,7.70E-05
0,0.009514271,0,0.240360541,0.016139594,0,0,3.85E-05,0.000462232,0,0,0,0.000423712,0,0,0,0,0.001463734,0,0.111783059,0,0,0,0,0,0,0,0,0,0,0,0.001232618,0,0,0.026616848,7.70E-05,0,0,0.000115558,0,0.054774469,0.014367705,0,0,0,0,0.000115558,0.000385193,0.350910982,0,0,0,0.000192597,7.70E-05,0.060899041,0.002426717,0.042101614,0,0,0,0,0.000115558,0.00169485,0,0.036785948,0,0.004930473,0,0,0.00111706,0.000423712,0.018527792,0,0,0.001348176,0,0.00057779,0,0,0
0,0.010978005,0,0.203882747,0.018566311,0,0,0,0.001001502,0,0,0,0.001579292,0,0,0,3.85E-05,0.023227148,0,0.129694542,0,0,0,0,0,0,0,3.85E-05,0,0,0,0.003697854,0,0,0.023766419,3.85E-05,0,0,0.002003005,0,0.048611379,0.001733369,0,0,0,0,7.70E-05,0.000269635,0.34139671,0,0,0.005469743,7.70E-05,0,0.086861061,0.006509765,0.036593352,0,0,0,0,0,0.000192597,0,0.031085089,0,0.006702361,0,3.85E-05,0.002080043,0.000269635,0.01070837,0,0,0.00227264,0,0.000500751,0,0,3.85E-05
0,0.012711375,0,0.138130272,0.000385193,0,0,0,0.001348176,0,0,0,0.000693348,0,0,0,0,3.85E-05,0,0.099264281,0,0,0,0,0,0,0,3.85E-05,0,0,0,0.001309657,0,0,0.175339933,3.85E-05,0,0,0.000231116,0,0.001925966,0.010631332,0,0,0,0,3.85E-05,0.000154077,0.345980509,0,0,0,0.000500751,0,0.123916644,0.000385193,0.038827472,0,0,0,0,0,0.002657833,0,0.033434768,0,0.003004507,0,0,0.001001502,0.000192597,0.007434228,0,0,0.000346674,3.85E-05,0,0,0,0
0,0.078386811,0,0.133353877,0.000231116,0,0,0,0.003004507,0,0.000115558,3.85E-05,0.004853434,0,0,0,0,0.018912985,0,0.064365779,0,0,0.000115558,0,0,0,0,3.85E-05,0,0,0,0.000231116,0,0,0.008897962,0.003736374,0.126574477,0,0.16081815,0,0.003120065,0.001001502,0,0,0,0,7.70E-05,7.70E-05,0.297330611,0,0,0,0,0,0.023419745,0.000962983,0.014252147,0.000346674,0,0,0,0,3.85E-05,3.85E-05,0.029313201,0,0.006971996,0,7.70E-05,0.006009014,0.000231116,0.008820924,0,0,0.000731867,0.000423712,0,0,0.002850429,0.000231116
0,0.006702361,3.85E-05,0.155425446,0.000616309,0,0,0.000154077,0.001386695,0,0.000115558,0,0.001386695,0,0,0,0,0.003235623,0,0.046338739,0,0,0,0,0,0,0,0.000115558,0,0,0,0.006163091,0,0,0.093062671,0.000231116,3.85E-05,0,0.008666846,0,0.005585301,0.005007511,0,0,0,0,0.000115558,0.000115558,0.409190709,0,0,0,0.000115558,0,0.085936597,0.021031547,0.072762991,7.70E-05,0,0,0,3.85E-05,0,0,0.043180155,0,0.008782404,0,0,0.001540773,0.000423712,0.013828435,0,0,0.000924464,7.70E-05,0.000192597,0,3.85E-05,0.00735719
0,0.022726397,7.70E-05,0.132429413,0.010554293,0,0,0.000693348,0.001271137,0,0,0,0.00223412,0,0,0,0,0.017064058,0,0.101845075,0,0,0,0,0,0,0,0.000115558,0,0,0,0.000115558,0,0,0.049381765,0.000308155,7.70E-05,0,0.00847425,0,0.010092061,0.001964485,0,0,0,0,7.70E-05,3.85E-05,0.550132892,0,0,0.015138092,7.70E-05,0,0.019644852,0.001771889,0.006086052,3.85E-05,0,0,0,3.85E-05,0.000115558,0,0.0237279,0,0.004814915,0,0.000115558,0.001540773,0.000192597,0.006894958,0,0,0.001540773,0.000269635,0.000154077,0,3.85E-05,0.008127576
0,0.015831439,0.000192597,0.132699049,0.002080043,0,0,3.85E-05,0.000115558,3.85E-05,3.85E-05,0,0.001733369,0,0,0,3.85E-05,0.001733369,0,0.073841532,0,0,0,0,0,3.85E-05,0,7.70E-05,0,0,0,0.001040022,0.000308155,0,0.017641847,0.000346674,3.85E-05,0,0.000346674,0,0.00508455,0.003466739,0,0,0,0,0.000885944,7.70E-05,0.315550248,0,0,0,0.001001502,0,0.07619121,0.018874466,0.179230384,0,3.85E-05,0,0,7.70E-05,0.001733369,0.000192597,0.08239282,0,0.005315666,0,3.85E-05,0.000885944,0.002580794,0.012749894,0,0,0.002965987,0.000423712,0.000346674,7.70E-05,0.000115558,0.041485305
0,0.018835946,0,0.167443473,0.002465236,0,0,0.000231116,0.001425215,0,0.000115558,0,0.001617811,0,0,0,0,0.034705905,0,0.055159663,0,0,0,0,0,0,0,0,0,0,0,0.004044528,0,0,0.124455915,0.000154077,0,0,0.00223412,0,0.011632834,0.003043026,0,0,0,0,0,7.70E-05,0.378413775,0,0,0.002696352,7.70E-05,0,0.078810523,0.004891953,0.038827472,7.70E-05,0,0,0,0,0.00111706,0,0.040946034,0,0.010323177,3.85E-05,0.000346674,0.001502253,0.00053927,0.010939486,0,0,0.000192597,0.000385193,0.000423712,0,7.70E-05,0.001733369
0,0.009360194,3.85E-05,0.139902161,0.000808906,0,0,3.85E-05,0.000192597,0,0.000154077,0,0.000423712,3.85E-05,7.70E-05,3.85E-05,0.000693348,0.003043026,0,0.078040137,0,0,0,0,3.85E-05,0,0,0.000154077,0,0,0,0.000346674,0,0,0.074188205,0.00227264,0,0,0.000962983,0,0.034782944,0.002388198,0,0,0,0,0.000269635,3.85E-05,0.154423944,0,0,0.08520473,0.001232618,3.85E-05,0.167790147,0.001579292,0.09367898,0,0.000115558,0,0,0,3.85E-05,0,0.097916105,0,0.003312661,0,0,0.001232618,0.006625323,0.006317168,0,0,0.000962983,0,0.001386695,0,7.70E-05,0.029775432
0,0.023804938,3.85E-05,0.080312777,0.00053927,0,0,0.000115558,0.000462232,0,0.002850429,0,0.000654828,0,0,0,0.001348176,0.010939486,0,0.056584877,0,0,0,0,0,0,0,7.70E-05,0,0,0,0.031277686,0,0,0.179384461,0.025884981,0,0,0.001771889,0,0.005277146,0.003004507,0,0,0,0,0.01352028,0.000500751,0.135087246,0,0,0.007164593,7.70E-05,3.85E-05,0.13940141,0.003736374,0.108624475,0,0.000115558,0,0,0.000231116,0,0,0.04630022,0,0.001040022,0,0,0.001617811,0.081930588,0.015061053,0,0,0.002349678,0.000269635,0.004853434,0,0,0.013751396
0,0.012018027,0,0.064019106,0.002503756,0,0,3.85E-05,0.000192597,0,3.85E-05,0,0.000308155,0,0,0,3.85E-05,0.021378221,0,0.086283271,0,0,0,0,0,0,0,0,0,0,0,0.004968992,0,0,0.252224491,0.004044528,0,0,0.002927468,0,0.012942491,0,0,0,0,0,0.000385193,7.70E-05,0.155271369,0,0,0.051115134,0.000346674,7.70E-05,0.196602596,3.85E-05,0.044875005,0,3.85E-05,0,0,0,3.85E-05,0,0.053965564,0,0.001656331,0,3.85E-05,0.001040022,0.009899465,0.003197103,0,0,0.000154077,7.70E-05,0.000423712,0,0,0.016755903
0,0.022264165,0,0.137745079,0.003043026,0,0,7.70E-05,0.000192597,0,0.000885944,0,0.002503756,0,0,0,0.001309657,0.12018027,0,0.057432302,0,0,0,0,0,0,0,3.85E-05,0,0,0,0.008204615,0,0,0.154924695,0.015869959,0.000115558,0,0.004006009,0,0.02823466,0.001463734,0,0,0,0,0.003197103,0.000115558,0.197450021,0,0,0.031200647,0.000423712,0.000269635,0.067023612,0.001848927,0.078964601,0,7.70E-05,0,0,0,0,3.85E-05,0.025307192,0,0.003851932,0,0,0.001733369,0.025307192,0.001810408,0,0,0.001309657,7.70E-05,0.001001502,0,0,0.000500751
0,0.033242171,3.85E-05,0.207272447,0.000308155,0,0,0.000115558,0.001309657,0,0.000308155,0,0.002465236,0,0,0,0.00731867,0.050113632,0,0.114903124,0,0,0,0,0,0,0,0.000231116,0,0,0,0.000192597,0,0,0.056738955,0.032702901,3.85E-05,0,0.001386695,0,0.004737876,0.000924464,0,0,0,0,0.002888949,0.000154077,0.290666769,0,0,0.011786911,0,0.000308155,0.078926081,0.004121567,0.009822426,0,0.000154077,0,0,3.85E-05,0,0.000654828,0.009090559,0,0.00901352,0,0.000192597,0.002503756,0.016987019,0.008166095,0,0,0.002927468,3.85E-05,3.85E-05,0,3.85E-05,0.037132622
0,0.014637341,0.000115558,0.105157737,0.001425215,3.85E-05,0,0,0.000308155,3.85E-05,0.000308155,0,0.004968992,0,0,0,7.70E-05,0.015446246,0,0.064173183,0,0,0,0,0,0,0,3.85E-05,0,0,3.85E-05,0.000462232,0,0,0.029005046,0.00223412,0.000115558,0,0.000231116,0,0.021724895,0.001194099,0,0,0,0,0.008089057,0.000231116,0.170717615,0,0,0,0,0,0.181926736,0.005046031,0.22237202,0,3.85E-05,0,0,0,7.70E-05,0,0.10384808,0,0.00227264,0,0,0.000500751,0.033242171,0.003697854,0,0,0.003043026,0.000115558,0.002965987,0,0,7.70E-05
0,0.009745387,0,0.221832749,0.019221139,0,0,0,0.000962983,0,0,0,0.00053927,0,0,0,7.70E-05,0.003890451,0,0.257000886,0,0,0,0,0,0,0,0,0,0,3.85E-05,0,0,0,0.005854936,0.00057779,0,0,0.001232618,0,0.033781441,0.001309657,0,0,0,0,0.000924464,0.000154077,0.380724934,0,0,0.000385193,0,0.000154077,0.00566234,0.003004507,0.015831439,0,3.85E-05,0,0,0,0,0,0.006355687,0,0.005893456,0,0,0.001771889,0.006086052,0.006394207,0,0,0.000269635,3.85E-05,0.009860945,0,3.85E-05,0.000346674
0,0.023034552,0,0.210931782,0.034590347,0,0,3.85E-05,0.000962983,0,0,0,0.006086052,0,0,0,0.000115558,0.015561804,0,0.102538423,0,0,0,0,0,0,0,3.85E-05,0,0,0,0.001964485,0,0,0.055621894,0.001348176,0,0,0.002580794,0,0.107160741,3.85E-05,0,0,0,0,0.000115558,0,0.319209584,0,0,0,0,0,0.041909017,0.001001502,0.026578329,0,0.000231116,0,0,0,0,0,0.01860483,0,0.009822426,0,0,0.002465236,0.004545279,0.009706868,0,0,0.000346674,7.70E-05,0.002580794,0,7.70E-05,0.000115558
0,0.01182543,0,0.279804322,0.018450753,0,0,0,0.001463734,0,0.000115558,0,0.001194099,0,0,0,0,0.013789916,0,0.121412889,0,0,0,0,0,0,0,3.85E-05,0,0,0,0.004314164,0,0,0.032356227,0.000385193,3.85E-05,0,0.000962983,0,0.035091098,3.85E-05,0,0,0,0,0.000192597,7.70E-05,0.33862332,0,0,0,3.85E-05,7.70E-05,0.045915026,0.000731867,0.036208158,0,3.85E-05,0,0,0,0,0,0.024113093,0,0.01070837,0,0,0.001001502,0.006278649,0.005739378,0,0,0.001232618,7.70E-05,0.007087554,0,3.85E-05,0.00053927
0,0.01467586,0,0.191363969,0.000962983,0,0,0,0.002080043,0,0.000115558,0,0.000962983,0,0,0,0,0.004006009,0,0.123839606,0,0,0,0,0,0,0,0,0,0,0,0.013597319,0,0,0.084164709,0.000924464,0,0,0.000462232,0,0.006471245,0.00111706,0,0,0,0,0.000231116,7.70E-05,0.179422981,0,0,0,0.00053927,0.000154077,0.160741112,0.002773391,0.094988637,0,0.000115558,0,0,0,3.85E-05,0,0.072416317,0,0.004930473,0,0,0.001733369,0.009552791,0.006009014,0,0,0.000847425,0.000115558,0.006894958,0,0,0.013674358
0,0.005392704,0,0.20426794,0.001001502,0,0,0,0.001078541,0,3.85E-05,0,0.003851932,0,0,0,0,0.071376295,0,0.074342283,0,0,0,0,0,3.85E-05,0,0.000231116,0,0,3.85E-05,0.000500751,0,0,0.015061053,0.000154077,0.04514464,0,0.00223412,0,0.002003005,0.003043026,0,0,0,0,0,0,0.379877509,0,0,0,0.000654828,0,0.071145179,0.001040022,0.024613844,0,0,0,0,0.000154077,0.000115558,0.000154077,0.023227148,0,0.006663842,0,0.000115558,0.000962983,0.00057779,0.016101075,0,0,0.022841955,0,0,0,0.021917492,3.85E-05
0,0.008936482,0,0.105735526,0.006278649,0,0,0,0.001386695,0,0.000115558,0,0.001309657,0,0,0,0,0.002773391,0,0.072570394,0,0,0,0,0,0,0,3.85E-05,0,0,3.85E-05,0.024190131,0.000231116,0,0.206155387,0,0.000385193,0,0.010361696,0,0.020954509,0.001271137,0,0,0,0,0,0,0.20145603,0,0,3.85E-05,0.002041524,0,0.177574053,0.000192597,0.033165132,0,0,0,0,0.000115558,7.70E-05,7.70E-05,0.066214707,0,0.004044528,0,3.85E-05,0.000693348,0.000192597,0.023496784,0,0,0.000192597,0,0,0,0.027464273,0.000192597
0,0.007857941,0,0.23365818,0.004468241,0,0,3.85E-05,0.001232618,0,0,0,0.002195601,0,0,0,0,0.003312661,0,0.086090674,0,0,0,0,0,0,0,0,0,0,0.000115558,0.004776395,3.85E-05,0,0.084781018,0.001078541,0,0,0.011478757,0,0.056738955,0.003659335,0,0,0,0,0,0,0.377797465,0,0,0.001733369,0.000346674,0,0.03555333,0.002349678,0.021339702,0,0,0,0,0,3.85E-05,0,0.015946997,0,0.004814915,0,0,0.001502253,0.000231116,0.01240322,0,0,0.000231116,0,0.000462232,0,0.02368938,3.85E-05
0,0.015985517,0,0.161241863,0.003890451,0,0,0,0.003081545,0,0,0,0.001656331,0,0,0,0,0.014829937,0,0.050922538,0,0,0,0,0,0,0,0,0,0,3.85E-05,0.006355687,0,0,0.135164285,0.000731867,0.000192597,0,0.003351181,0,0.021840453,0.003081545,0,0,0,0,3.85E-05,0,0.206617619,0,0,0.001232618,0.000731867,0,0.112707523,0.003466739,0.028504295,0,0,0,0,7.70E-05,0,0,0.04063788,0,0.005585301,0,0,0.001309657,7.70E-05,0.084280267,0,0,0.000616309,0,0.02315011,0,0.061823504,0.0067794
0,0.021532298,0,0.144948192,0.000654828,0,0,3.85E-05,0.008166095,0,0,3.85E-05,0.001771889,0,0,0,3.85E-05,0.003890451,0,0.053156658,0,0,0,0,0,0,0,3.85E-05,0,0,0,0.005392704,3.85E-05,0,0.289626748,0,3.85E-05,0,0.004622318,0,0.003505258,0.001733369,0,0,7.70E-05,0,0,0,0.183814183,0,0,0.001348176,0.000385193,0,0.151997227,0.003774893,0.023073071,0,0,0,0,0,0,0,0.040406764,0,0.004044528,0,0,0.002465236,0.000154077,0.031085089,0,0.00115558,0.000269635,0,0.000308155,0,0.013327684,0.003081545
0,0.090404838,3.85E-05,0.186972767,0.001232618,0,0,0.000154077,0.001463734,0,0.000192597,0.000115558,0.004468241,0,0,0,0.000115558,0.012826933,0,0.076422326,0,0,0,0,0,0,0,0.001848927,0,0,3.85E-05,0.001078541,0,0,0.052848504,0.001771889,0.002542275,0.001001502,0.010284658,0,0.005970494,0.000269635,0,0,0,0,7.70E-05,0,0.246523632,3.85E-05,0,0.000115558,0,0,0.216247448,0.013866954,0.016987019,0,0,0,0,0,0,0,0.020376719,0,0.007549786,0,0,0.001463734,0.002580794,0.009822426,0,0.000192597,0.00223412,0,0.001040022,0,0.008127576,0.000693348
0,0.044451292,0,0.205808713,0.001425215,0,0,0,0.000885944,3.85E-05,7.70E-05,3.85E-05,0.003697854,0,0,0,0,0.020107084,0,0.079272755,0,0,0,0,0,0,0,0.000346674,0,0,0.000885944,0,3.85E-05,0,0.020723393,0.000693348,0.000115558,0,0.009475752,0,0.000154077,0.002619314,0,0,0,0,0,0,0.219059358,0,0.000115558,0,0,0,0.298062478,0.004083048,0.012595817,0,0,0,0,3.85E-05,3.85E-05,0,0.023612342,0,0.00731867,0,0,0.003081545,0.000154077,0.011478757,0,0.000192597,0.011247641,0,7.70E-05,0,0.006086052,0.011902469
0,0.011440237,0,0.147567505,0.00053927,0,7.70E-05,0,0.003158584,0,3.85E-05,0,0.001540773,0,0,0,0,0.001964485,0,0.030276184,0,0,0,0,0,0,0,0,0,0,0.000500751,0.005893456,7.70E-05,0,0.225838758,3.85E-05,0,0,0.002734872,0,0.002311159,0.004468241,0,0,0.000693348,0,0,0,0.211355495,0,3.85E-05,0.000654828,0.000885944,0,0.223874273,0.004083048,0.034937021,0,0,0,0,0.000115558,0,0,0.046377258,0,0.002850429,0,0,0.00227264,0.000192597,0.011247641,0,0.001348176,0.002157082,0,0.00057779,0,0.014483263,0.0033897
0,0.03667039,0,0.210276954,0.011786911,0,7.70E-05,0,0.001925966,0,0,0,0.00450676,0,0,0,0,0.02203305,0,0.0632102,0,0,0,0,0,0,0,0,3.85E-05,0,0.00053927,0.001309657,0.000154077,0,0.065790994,0.000231116,0.019798929,0,0.006663842,0,0.017372212,0.001771889,0,0,0,0,0,0,0.239705712,0,3.85E-05,7.70E-05,0.00053927,0,0.162474481,0.004930473,0.010978005,0,0,0,0,3.85E-05,3.85E-05,0,0.040676399,0,0.007203112,0,0,0.002850429,0.000154077,0.008897962,0,0,0.001001502,0,0.000154077,0,0.056084126,0
